record_id,shift,machine_type,operator_level,zone,maintenance_status,ppe_compliance,temperature_c,distance_cm,vibration_mm_s,humidity_pct,pressure_bar,noise_db,runtime_min,operator_fatigue_score,near_miss_last_30d,inspection_delay_days,crew_size,risk_level
1041,afternoon,cutter_D,junior,maintenance,on_time,partial,50.82,135.87,0.68,55.53,8.21,70.76,197.4,5.4,2,2,1,safe
1042,night,press_A,mid,heat_area,,ok,67.04,120.99,2.37,60.39,2.72,79.08,143.0,7.8,1,5,4,safe
1043,morning,furnace_C,junior,maintenance,on_time,ok,60.0,46.02,7.0,66.52,4.41,70.35,102.3,4.1,1,4,2,unsafe
1044,afternoon,cutter_D,senior,assembly,on_time,ok,14.09,135.12,5.53,48.14,5.31,82.53,145.8,4.8,4,3,2,safe
1045,night,cutter_D,senior,loading,delayed,missing,,86.86,7.83,,5.43,91.19,118.7,5.8,3,6,1,unsafe
1046,afternoon,press_B,mid,loading,on_time,ok,58.37,119.03,5.64,33.6,7.74,87.96,129.6,6.5,0,3,2,safe
1047,morning,press_A,senior,loading,on_time,ok,34.31,,6.76,53.94,6.88,86.33,51.1,7.3,0,10,2,safe
1048,morning,cutter_D,mid,heat_area,delayed,ok,51.32,94.97,4.71,58.97,7.01,80.25,178.5,4.6,1,4,2,safe
1049,night,furnace_C,mid,maintenance,on_time,ok,43.46,100.98,6.76,59.23,6.77,81.45,140.9,9.4,1,4,1,unsafe
1050,morning,press_A,junior,assembly,on_time,ok,65.41,28.04,7.69,66.92,5.26,82.67,43.5,8.5,1,2,3,unsafe
1051,night,press_A,mid,assembly,on_time,partial,64.18,101.29,8.19,41.15,4.92,65.18,105.8,8.0,0,4,1,unsafe
1052,afternoon,cutter_D,mid,loading,critical,ok,33.39,145.11,12.23,44.54,7.02,113.30986460155776,33.6,3.7,4,4,3,unsafe
1053,night,furnace_C,mid,heat_area,delayed,partial,67.77,83.89,7.04,78.54,5.18,67.88,131.1,4.9,1,6,2,unsafe
1054,night,cutter_D,junior,maintenance,delayed,ok,35.83,137.61,7.1,49.9,4.46,103.36,165.9,5.0,1,2,2,unsafe
1055,night,cutter_D,senior,heat_area,on_time,ok,61.38,83.36,2.15,54.8,7.76,81.36,88.9,8.2,1,5,2,unsafe
1056,afternoon,furnace_C,junior,assembly,delayed,ok,62.12,119.74,5.33,51.06,7.81,77.34,85.4,2.8,1,5,3,safe
1057,night,press_B,mid,maintenance,on_time,partial,53.74,12.35,5.08,40.5,9.32,74.07,102.9,7.6,2,3,2,unsafe
1058,afternoon,press_B,mid,heat_area,on_time,ok,57.98,174.66,7.81,74.73,7.54,73.33,85.1,2.5,1,5,2,safe
1059,afternoon,press_B,mid,assembly,on_time,partial,79.22,142.34,4.16,44.61,8.11,99.47,76.8,6.5,1,6,2,unsafe
1060,afternoon,press_B,mid,loading,on_time,partial,31.66,88.04,7.25,36.22,9.08,87.46,39.6,4.8,1,5,1,safe
1061,night,cutter_D,junior,heat_area,on_time,missing,33.47,20.98,5.5,45.69,5.67,71.06,83.6,9.5,0,6,1,unsafe
1062,night,furnace_C,junior,loading,on_time,ok,51.28,108.08,5.11,23.98,7.44,94.54,52.1,9.1,1,3,1,unsafe
1063,night,cutter_D,mid,heat_area,on_time,ok,35.18,39.46,6.05,42.88,6.86,95.74,222.7,9.2,0,5,2,unsafe
1064,afternoon,press_B,mid,maintenance,on_time,partial,26.09,105.57,4.64,38.45,8.49,76.47,242.4,7.9,0,2,3,safe
1065,afternoon,furnace_C,junior,maintenance,delayed,ok,43.98,104.4,5.56,60.64,6.24,81.76,161.1,5.6,0,4,2,unsafe
1066,afternoon,furnace_C,mid,loading,on_time,ok,44.93,65.05,1.75,42.57,7.69,78.87,217.2,2.4,0,8,2,safe
1067,morning,furnace_C,mid,assembly,delayed,ok,44.54,129.23,5.95,64.43,6.29,96.75,79.8,2.6,3,0,1,safe
1068,morning,furnace_C,mid,maintenance,on_time,ok,62.22,118.2,4.44,71.58,4.07,71.83,165.2,0.4,0,4,2,safe
1069,afternoon,press_A,senior,loading,delayed,ok,,122.15,5.36,62.94,8.39,80.31,163.0,2.5,2,5,2,safe
1070,morning,press_B,junior,loading,on_time,ok,41.85,98.31,6.42,48.98,6.07,75.15,146.9,5.4,1,4,3,safe
1071,morning,press_A,junior,heat_area,on_time,ok,64.73,30.46,6.95,53.98,8.13,66.1,101.3,4.1,1,5,3,unsafe
1072,morning,press_B,mid,maintenance,on_time,ok,34.8,124.23,6.01,30.65,7.18,98.72,126.3,4.4,4,9,2,unsafe
1073,morning,press_B,mid,loading,on_time,ok,40.83,88.54,7.69,50.13,8.83,68.37,144.0,5.8,3,4,2,unsafe
1074,morning,furnace_C,mid,assembly,delayed,ok,60.39,41.36,7.77,39.95,7.48,80.98,142.3,4.2,1,3,2,unsafe
1075,night,cutter_D,senior,heat_area,on_time,ok,30.7,137.32,4.85,61.72,7.06,69.33,74.2,3.8,0,2,2,safe
1076,afternoon,furnace_C,senior,maintenance,on_time,ok,27.38,163.48,4.48,88.02,6.66,75.41,235.0,4.7,1,3,4,safe
1077,afternoon,furnace_C,senior,assembly,delayed,ok,60.15,88.56,7.19,59.0,6.55,82.8,131.5,2.9,0,5,3,unsafe
1078,afternoon,press_B,mid,maintenance,delayed,ok,49.9,165.57,7.76,24.12,4.68,71.58,184.2,4.2,1,6,2,safe
1079,morning,furnace_C,mid,loading,on_time,ok,80.77,101.2,8.58,,6.15,84.28,93.8,7.6,0,8,4,safe
1080,night,press_A,mid,loading,on_time,ok,45.9,74.68,8.12,53.71,5.05,78.58,159.9,5.6,1,8,2,safe
1081,night,press_A,junior,heat_area,on_time,ok,63.84,57.93,4.31,53.22,6.72,91.44,136.1,10.4,0,1,2,unsafe
1082,morning,press_B,mid,assembly,on_time,partial,41.65,147.3,5.28,41.77,5.81,91.26,78.6,7.8,1,4,1,safe
1083,afternoon,press_B,junior,maintenance,on_time,ok,47.57,62.69,6.98,55.43,5.76,73.72,127.3,4.1,3,6,2,unsafe
1084,night,press_A,senior,heat_area,critical,ok,74.01,105.73,10.15,34.6,8.59,81.69,107.8,3.9,1,7,3,unsafe
1085,night,press_A,mid,loading,on_time,ok,18.51,68.43,7.57,38.77,7.89,82.65,113.7,6.1,0,2,3,safe
1086,afternoon,press_A,mid,heat_area,on_time,ok,58.96,63.89,5.36,61.04,6.49,84.57,200.6,7.2,2,2,3,unsafe
1087,afternoon,cutter_D,junior,assembly,on_time,ok,69.63,126.06,2.74,37.78,6.74,83.13,119.8,4.3,0,3,2,safe
1088,morning,press_B,junior,assembly,critical,ok,47.38,76.7,5.6,59.53,6.98,80.71,194.6,7.2,4,4,3,unsafe
1089,night,press_B,junior,heat_area,delayed,ok,73.81,75.83,7.1,32.83,8.04,78.81,167.6,,0,5,3,unsafe
1090,morning,press_A,mid,maintenance,on_time,ok,36.45,119.65,6.25,76.71,5.62,80.04,134.4,3.2,1,6,2,safe
1091,night,furnace_C,junior,heat_area,delayed,ok,65.62,145.91,4.08,41.16,7.29,92.68,206.3,5.3,0,3,2,safe
1092,afternoon,press_A,mid,heat_area,on_time,partial,54.4,102.56,5.6,48.87,6.17,84.81,198.2,6.3,2,1,3,unsafe
1093,afternoon,press_A,senior,heat_area,on_time,ok,27.39,57.08,6.89,56.63,5.95,85.31,134.6,5.1,2,5,3,unsafe
1094,afternoon,press_B,senior,heat_area,on_time,,39.98,72.13,2.97,44.09,7.33,85.51,139.8,3.4,0,2,3,safe
1095,morning,press_A,mid,heat_area,on_time,,40.84,82.8,7.93,54.01,5.73,77.62,207.4,4.1,0,2,1,unsafe
1096,morning,press_A,junior,maintenance,on_time,ok,53.86,91.23,4.67,60.05,6.93,81.87,172.9,5.2,1,2,1,safe
1097,morning,press_A,senior,heat_area,critical,partial,64.47,45.42,10.57,65.45,5.8,69.23,233.8,1.5,2,4,3,unsafe
1098,morning,press_A,senior,heat_area,on_time,ok,57.89,105.31,4.33,63.08,7.11,90.42,118.5,6.4,0,2,3,unsafe
1099,night,press_A,junior,assembly,critical,ok,53.89,82.99,5.54,49.59,8.08,55.95,67.2,5.7,0,5,2,unsafe
1100,afternoon,press_B,mid,maintenance,on_time,partial,42.03,29.95,4.49,49.95,6.36,78.22,87.4,0.0,0,3,2,safe
1101,morning,cutter_D,junior,assembly,on_time,ok,58.42,57.49,5.29,84.89,6.33,93.27,41.7,5.2,0,5,4,unsafe
1102,night,furnace_C,senior,assembly,on_time,ok,56.11,72.36,4.65,65.3,6.6,68.73,84.3,4.6,1,2,4,unsafe
1103,night,press_B,senior,loading,on_time,missing,44.69,95.45,5.02,39.09,6.73,84.6,171.9,9.7,3,2,3,unsafe
1104,night,press_A,junior,loading,on_time,ok,40.81,154.12,6.23,53.4,7.1,74.87,119.6,5.5,2,4,2,safe
1105,night,cutter_D,senior,heat_area,on_time,ok,62.21,98.34,5.12,47.31,7.22,81.68,78.3,3.9,2,4,3,safe
1106,morning,press_B,mid,heat_area,on_time,ok,48.95,60.57,5.35,50.11,8.71,87.51,95.0,5.9,0,1,1,unsafe
1107,afternoon,press_A,senior,loading,on_time,ok,55.72,95.72,1.74,34.79,5.71,80.78,147.0,3.4,1,6,3,safe
1108,night,furnace_C,mid,assembly,delayed,ok,42.41,77.68,7.36,46.23,4.77,62.69,97.6,4.6,2,4,1,unsafe
1109,afternoon,press_A,senior,maintenance,on_time,partial,,91.37,5.3,77.36,6.1,70.21,112.7,5.9,0,5,3,safe
1110,morning,press_B,junior,loading,on_time,ok,52.25,118.32,9.04,60.11,6.04,87.78,53.1,3.1,2,6,3,safe
1111,night,press_B,junior,heat_area,on_time,ok,52.94,132.32,3.43,17.12,8.03,85.04,220.2,3.6,1,4,3,unsafe
1112,morning,cutter_D,junior,heat_area,critical,partial,48.55,89.15,3.82,69.03,4.99,98.73,235.7,8.9,1,1,2,unsafe
1113,morning,press_B,senior,heat_area,delayed,ok,64.68,147.36,7.86,67.25,10.33,94.14,80.6,6.0,0,3,1,unsafe
1114,afternoon,furnace_C,senior,loading,on_time,ok,48.71,129.78,6.26,46.97,7.68,75.92,105.8,4.2,1,4,3,safe
1115,afternoon,cutter_D,senior,heat_area,on_time,ok,51.6,65.24,3.28,62.04,6.52,105.53,38.6,4.8,1,6,2,unsafe
1116,afternoon,press_A,senior,heat_area,on_time,partial,70.79,157.34,2.13,39.97,7.63,79.22,211.3,5.9,0,2,2,safe
1117,morning,press_A,junior,loading,critical,partial,62.47,99.44,11.18,45.42,4.37,70.34,62.0,7.3,0,1,4,unsafe
1118,night,press_B,junior,maintenance,delayed,ok,62.87,60.77,9.61,72.98,10.58,75.3,124.3,5.1,1,6,2,unsafe
1119,morning,press_B,junior,heat_area,on_time,ok,50.61,147.85,0.1,48.2,6.53,58.69,71.8,6.1,1,6,3,safe
1120,morning,press_B,junior,maintenance,on_time,ok,58.77,,4.49,25.82,7.14,93.46,125.8,4.2,1,4,2,safe
1121,night,cutter_D,junior,heat_area,on_time,partial,42.61,88.84,9.16,51.11,4.09,99.35,191.6,6.3,1,5,3,unsafe
1122,night,furnace_C,mid,assembly,critical,ok,45.12,72.37,6.75,50.9,6.63,71.86,167.0,6.5,2,2,3,unsafe
1123,night,furnace_C,junior,assembly,on_time,ok,27.79,83.97,4.42,68.78,4.56,78.95,173.2,6.7,2,7,3,safe
1124,night,press_B,junior,heat_area,on_time,partial,74.07,115.02,4.88,52.2,7.43,81.86,58.0,8.2,3,3,4,unsafe
1125,afternoon,cutter_D,junior,assembly,on_time,ok,33.63,134.72,3.03,46.1,5.79,74.36,122.7,6.3,1,3,2,safe
1126,afternoon,cutter_D,junior,assembly,delayed,ok,42.48,109.97,2.75,66.63,5.1,67.2,307.4,2.1,1,2,3,safe
1127,morning,cutter_D,senior,maintenance,delayed,ok,33.08,93.56,8.82,53.69,5.45,81.11,142.7,1.9,2,2,3,unsafe
1128,afternoon,press_A,mid,maintenance,delayed,ok,52.34,132.43,2.45,41.5,6.79,76.11,128.2,4.0,0,4,2,safe
1129,afternoon,furnace_C,senior,loading,on_time,ok,51.49,87.05,6.04,68.17,4.33,75.5,110.5,8.6,2,4,2,unsafe
1130,morning,press_A,mid,assembly,,missing,28.34,116.08,8.45,54.71,5.53,81.0,136.0,3.0,0,11,4,unsafe
1131,afternoon,press_A,junior,assembly,on_time,ok,49.3,69.92,2.31,52.04,7.36,91.87,125.6,4.9,1,3,1,unsafe
1132,afternoon,press_A,mid,assembly,on_time,ok,26.8,95.09,3.47,54.49,9.88,76.27,281.0,3.7,1,3,2,safe
1133,morning,furnace_C,junior,loading,on_time,ok,45.95,94.03,8.17,37.01,6.62,80.53,185.8,4.1,1,5,2,unsafe
1134,morning,furnace_C,junior,maintenance,critical,ok,30.72,88.05,8.97,44.61,4.81,85.54,118.0,5.7,1,5,1,unsafe
1135,afternoon,press_A,junior,heat_area,on_time,,36.91,66.79,4.14,52.05,6.02,83.99,181.2,8.2,1,3,3,unsafe
1136,morning,press_B,junior,assembly,delayed,ok,46.14,137.07,9.14,49.27,7.34,73.47,84.1,6.3,3,3,2,safe
1137,night,press_B,junior,heat_area,delayed,partial,30.43,64.35,9.15,69.81,6.85,81.87,124.6,5.0,0,7,2,unsafe
1138,afternoon,press_B,junior,heat_area,on_time,ok,36.23,64.09,6.09,55.04,8.47,83.93,97.6,10.5,0,2,3,unsafe
1139,afternoon,press_A,mid,heat_area,on_time,ok,53.97,154.23,3.52,63.97,6.78,68.84,175.3,5.0,3,4,2,safe
1140,afternoon,press_B,junior,loading,on_time,ok,37.48,132.22,4.59,52.13,8.48,90.37,120.0,4.1,2,5,3,safe
1141,night,cutter_D,junior,loading,on_time,missing,67.9,14.52,6.13,66.79,6.09,97.88,135.1,9.7,2,7,3,unsafe
1142,morning,press_A,senior,assembly,on_time,ok,66.01,60.22,5.09,57.57,8.22,72.49,115.4,3.8,0,1,3,safe
1143,afternoon,press_A,junior,assembly,on_time,partial,33.58,16.58,7.57,52.19,6.28,80.74,150.4,8.8,0,5,3,unsafe
1144,afternoon,press_B,junior,maintenance,delayed,ok,50.69,56.73,3.13,51.81,6.04,84.78,176.6,3.5,0,5,1,safe
1145,morning,cutter_D,senior,assembly,critical,missing,52.99,10.0,4.51,38.64,9.33,78.09,236.1,7.8,1,1,1,unsafe
1146,night,furnace_C,junior,assembly,on_time,ok,48.83,85.21,5.9,59.1,3.63,85.33,109.8,7.1,0,4,2,unsafe
1147,night,furnace_C,junior,assembly,on_time,partial,38.05,50.03,4.42,,5.04,82.47,74.1,9.4,3,2,1,unsafe
1148,afternoon,press_B,mid,assembly,,ok,43.85,92.1,4.12,44.97,6.48,65.79,154.4,8.8,0,7,2,safe
1149,night,furnace_C,junior,heat_area,delayed,ok,63.93,33.12,2.61,67.49,9.26,85.13,63.8,4.3,0,3,2,unsafe
1150,night,press_A,mid,maintenance,delayed,ok,38.77,82.9,6.54,34.5,8.85,71.1,108.1,8.9,2,4,2,safe
1151,afternoon,furnace_C,senior,heat_area,on_time,partial,71.31,75.48,5.38,46.09,7.94,87.45,54.3,1.8,1,5,2,safe
1152,night,cutter_D,junior,heat_area,on_time,ok,44.99,142.57,6.94,66.39,6.07,78.96,425.9,4.5,1,3,2,safe
1153,afternoon,furnace_C,mid,loading,delayed,missing,42.18,147.4,6.65,56.42,9.15,77.55,221.2,3.1,1,5,2,safe
1154,afternoon,cutter_D,mid,heat_area,on_time,partial,55.31,117.49,5.21,51.33,6.98,95.35,211.1,5.9,3,5,2,unsafe
1155,afternoon,furnace_C,junior,maintenance,on_time,ok,60.63,78.57,8.09,55.51,7.27,83.47,241.8,5.4,2,9,3,unsafe
1156,night,press_A,mid,maintenance,on_time,partial,29.88,149.49,2.61,54.51,6.73,71.28,199.8,5.8,2,9,3,safe
1157,morning,cutter_D,junior,assembly,on_time,ok,55.14,35.64,6.68,30.77,6.44,73.87,143.1,5.6,1,7,3,unsafe
1158,night,press_A,mid,loading,on_time,ok,22.75,38.88,1.82,47.11,6.17,75.61,145.1,7.4,2,5,3,safe
1159,night,press_B,junior,heat_area,delayed,ok,47.06,87.07,4.66,74.63,7.03,84.55,230.4,8.1,1,4,3,unsafe
1160,morning,press_A,mid,maintenance,delayed,ok,40.9,158.89,3.83,42.77,7.29,82.22,237.9,7.1,1,8,3,safe
1161,night,press_A,junior,heat_area,on_time,ok,46.37,72.92,7.22,47.54,6.98,73.41,77.7,10.5,4,6,1,unsafe
1162,morning,press_B,senior,maintenance,critical,ok,37.22,83.59,7.66,44.42,7.26,68.5,118.3,4.8,1,2,1,safe
1163,morning,press_A,junior,loading,on_time,ok,66.45,37.53,5.47,50.78,8.46,81.53,132.7,4.2,2,8,3,unsafe
1164,afternoon,press_B,mid,assembly,delayed,ok,33.79,123.11,4.07,43.84,3.44,77.36,202.8,6.1,3,5,2,unsafe
1165,morning,furnace_C,mid,heat_area,on_time,ok,95.0,123.36,4.84,58.81,6.66,98.41,84.5,2.4,1,5,2,unsafe
1166,night,press_A,mid,maintenance,delayed,ok,49.25,107.62,4.82,54.76,7.43,81.33,79.6,4.8,2,5,1,unsafe
1167,night,press_A,mid,maintenance,critical,partial,45.1,57.98,8.64,62.83,7.99,97.33,60.9,8.3,1,3,2,unsafe
1168,afternoon,furnace_C,mid,assembly,on_time,ok,61.71,65.27,3.32,37.29,5.92,68.47,98.5,4.5,0,2,3,unsafe
1169,morning,press_B,mid,loading,critical,ok,74.36,52.74,10.73,47.24,7.57,64.84,107.5,2.3,0,9,2,unsafe
1170,morning,furnace_C,senior,heat_area,delayed,ok,54.08,92.94,2.81,48.84,7.28,68.92,263.3,1.7,2,4,2,unsafe
1171,afternoon,furnace_C,junior,assembly,delayed,ok,42.55,52.19,4.73,58.38,7.94,89.7,191.5,5.4,0,4,2,unsafe
1172,night,cutter_D,mid,heat_area,on_time,partial,44.94,48.79,9.19,40.89,6.11,100.8,202.8,8.6,2,7,3,unsafe
1173,afternoon,furnace_C,senior,assembly,delayed,ok,56.39,75.17,5.54,64.82,6.35,71.96,72.8,7.2,0,5,3,unsafe
1174,morning,press_B,senior,maintenance,delayed,ok,23.29,72.88,3.61,68.61,9.48,74.85,114.7,5.0,0,5,2,safe
1175,afternoon,furnace_C,senior,heat_area,on_time,ok,66.27,71.17,5.98,38.16,3.24,68.48,179.9,9.0,1,2,3,unsafe
1176,afternoon,press_A,junior,maintenance,critical,ok,64.32,96.33,6.75,45.13,5.6,62.7,137.6,5.1,1,6,2,unsafe
1177,night,press_B,junior,assembly,on_time,missing,45.82,92.77,3.66,44.55,9.21,87.47,164.9,6.4,1,4,3,unsafe
1178,morning,cutter_D,mid,heat_area,on_time,partial,50.49,79.91,3.09,88.85,7.92,85.01,61.5,0.0,1,5,3,safe
1179,night,press_B,mid,assembly,on_time,ok,36.58,96.41,11.59,45.98,7.98,81.09,134.7,5.3,1,7,4,safe
1180,afternoon,cutter_D,mid,assembly,on_time,,,55.3,4.95,75.49,5.92,70.4,184.6,6.6,2,4,2,unsafe
1181,night,cutter_D,mid,assembly,on_time,ok,34.09,93.68,1.26,34.27,5.35,99.76,74.2,9.5,2,4,1,unsafe
1182,morning,cutter_D,senior,assembly,on_time,ok,66.16,95.27,8.79,38.14,5.73,78.47,46.0,3.1,0,5,2,safe
1183,afternoon,cutter_D,junior,loading,critical,partial,67.2,45.39,9.14,42.39,8.51,87.8,72.5,6.3,0,8,1,unsafe
1184,night,press_B,senior,heat_area,on_time,partial,57.08,124.85,3.81,40.16,6.48,67.91,228.9,8.4,1,8,2,unsafe
1185,morning,press_B,mid,heat_area,on_time,ok,53.86,59.15,3.45,48.25,7.43,77.29,66.5,4.8,1,4,2,safe
1186,night,furnace_C,junior,heat_area,on_time,partial,78.37,93.16,6.98,42.08,5.02,83.62,129.4,1.9,1,5,2,unsafe
1187,afternoon,press_B,mid,maintenance,on_time,ok,57.14,130.75,4.96,40.53,8.4,81.94,45.0,5.3,0,3,4,safe
1188,morning,furnace_C,mid,maintenance,critical,ok,46.33,122.4,3.56,68.22,5.3,80.39,79.5,6.4,1,5,2,unsafe
1189,morning,furnace_C,junior,heat_area,delayed,ok,59.68,91.2,10.43,69.13,5.87,83.45,141.8,3.3,1,3,4,unsafe
1190,afternoon,furnace_C,junior,heat_area,delayed,ok,50.13,77.31,5.55,65.29,3.81,68.83,127.9,4.8,0,4,3,unsafe
1191,morning,press_B,senior,assembly,on_time,ok,48.91,123.16,8.79,59.34,5.2,80.78,211.4,2.4,0,9,3,safe
1192,afternoon,press_A,junior,maintenance,on_time,ok,52.0,103.61,8.31,53.3,6.51,80.02,156.6,0.5,2,4,4,safe
1193,morning,press_B,mid,assembly,on_time,ok,27.8,68.36,3.3,45.04,5.58,81.09,74.2,7.0,0,6,3,safe
1194,afternoon,press_A,mid,heat_area,on_time,ok,48.54,52.18,7.77,38.66,9.24,79.65,113.8,4.8,0,4,3,safe
1195,morning,cutter_D,mid,heat_area,on_time,partial,37.83,17.47,4.07,57.08,3.82,71.54,102.2,8.2,1,6,2,unsafe
1196,night,press_B,mid,heat_area,delayed,ok,43.21,95.39,2.39,,6.26,69.14,33.5,8.0,1,3,2,unsafe
1197,night,press_A,junior,assembly,on_time,ok,50.61,77.11,4.57,38.09,6.52,61.07,266.7,6.0,1,7,4,safe
1198,night,press_A,mid,loading,delayed,partial,35.2,127.77,7.37,68.14,6.03,88.36,130.9,6.0,1,2,2,safe
1199,afternoon,furnace_C,junior,assembly,on_time,missing,52.39,102.57,4.48,78.61,4.56,86.45,142.8,6.5,2,11,1,unsafe
1200,morning,furnace_C,mid,loading,,missing,36.47,144.7,4.82,57.51,4.75,86.59,177.1,6.8,1,4,3,safe
